Titel,Abkürzung,Ausfertigungsdatum,Fundstelle,Pfad
Übereinkommen über die Verbreitung der durch Satelliten übertragenen programmtragenden  Signale,SatellitÜbk,1974-05-21,"BGBlII:1979,114",gesetze-master/s/satellituebk/index.md
Steuerberatungsgesetz,StBerG,1961-08-16,"BGBlI:1961,1301",gesetze-master/s/stberg/index.md
Verordnung über Ausnahmen vom Verbot der Beschäftigung von Arbeitnehmern an  Sonn- und Feiertagen in der Eisen- und Stahlindustrie,SonntRStIndAusnV,1961-07-07,"BGBlI:1961,900",gesetze-master/s/sonntrstindausnv/index.md
Dritte Verordnung über Ausnahmen von straßenverkehrsrechtlichen Vorschriften,StVOuaVsAusnV 3,1990-06-05,"BGBlI:1990,999",gesetze-master/s/stvouavsausnv_3/index.md
Abkommen zwischen der Bundesrepublik Deutschland und der Republik Indien über  Sozialversicherung,SVAbk IN,2008-10-08,"BGBlII:2009,625",gesetze-master/s/svabk_in/index.md
Schlußprotokoll zum Abkommen zwischen der Bundesrepublik Deutschland und dem  Königreich Schweden über Soziale Sicherheit,SozSichAbkSchlProt SWE,1976-02-27,"BGBlII:1977,678",gesetze-master/s/sozsichabkschlprot_swe/index.md
Verordnung zur Durchführung des Stipendienprogramm-Gesetzes,StipGDV,2010-12-20,"BGBlI:2010,2197",gesetze-master/s/stipgdv/index.md
Verordnung über die Krankenfürsorge auf Kauffahrteischiffen,SchKrFürsV,1972-04-25,"BGBlI:1972,734",gesetze-master/s/schkrfuersv/index.md
Schiffssicherheitsgesetz,SchSG,1998-09-09,"BGBlI:1998,2860",gesetze-master/s/schsg/index.md
Abkommen zwischen der Bundesrepublik Deutschland und der Republik Ungarn über  Soziale Sicherheit,SozSichAbk HUN,1998-05-02,"BGBlII:1999,902",gesetze-master/s/sozsichabk_hun/index.md
Übereinkommen über ein einheitliches System der Schiffsvermessung,SchVermssgÜbk,1947-06-10,"BGBlII:1957,1471",gesetze-master/s/schvermssguebk/index.md
Verordnung über die Ausbildungsförderung für soziale Pflegeberufe,SozPflegerV,1974-08-30,"BGBlI:1974,2157",gesetze-master/s/sozpflegerv/index.md
Gesetz über die Rechtsstellung der Soldaten,SG,1956-03-19,"BGBlI:1956,114",gesetze-master/s/sg/index.md
Gesetz zur Ausführung der Verordnung (EG) Nr. 2157/2001 des Rates vom 8. Oktober  2001 über das Statut der Europäischen Gesellschaft (SE),SEAG,2004-12-22,"BGBlI:2004,3675",gesetze-master/s/seag/index.md
Abkommen zwischen der Bundesrepublik Deutschland und der Portugiesischen Republik  über Soziale Sicherheit,SozSichAbk PRT,1964-11-06,"BGBlII:1968,474",gesetze-master/s/sozsichabk_prt/index.md
Dreizehntes Gesetz zur Änderung des Soldatengesetzes,SGÄndG 13,1980-05-22,"BGBlI:1980,581",gesetze-master/s/sgaendg_13/index.md
Verordnung über das Führen von Sportbooten auf den Binnenschiffahrtsstraßen,SportbootFüBinV,1989-03-22,"BGBlI:1989,536(1102)",gesetze-master/s/sportbootfuebinv/index.md
Vereinbarung zur Durchführung des Abkommens vom 30. April 1964 zwischen der  Bundesrepublik Deutschland und der Republik Türkei über Soziale Sicherheit,SozSichAbkDVbg TUR,1984-11-02,"BGBlII:1986,1055",gesetze-master/s/sozsichabkdvbg_tur/index.md
Verordnung über die Berufsausbildung zum Schifffahrtskaufmann/zur Schifffahrtskauffrau,SchKfmAusbV 2004,2004-07-22,"BGBlI:2004,1874",gesetze-master/s/schkfmausbv_2004/index.md
Verordnung über die Gewährung von Produktionserstattungen für die Verwendung  von Zucker,Stär/ZuckProdErstV,1986-12-19,"BGBlI:1986,2654",gesetze-master/s/staer_zuckproderstv/index.md
Solidaritätszuschlaggesetz,SolZG,1991-06-24,"BGBlI:1991,1318",gesetze-master/s/solzg/index.md
Gesetz über Rahmenbedingungen für elektronische Signaturen,SigG 2001,2001-05-16,"BGBlI:2001,876",gesetze-master/s/sigg_2001/index.md
Verordnung über das Meisterprüfungsberufsbild und über die Prüfungsanforderungen  in den Teilen I und II der Meisterprüfung im Stuckateur-Handwerk,StuckMstrV,2004-08-30,"BGBlI:2004,2311",gesetze-master/s/stuckmstrv/index.md
Verordnung über die Berufsausbildung zum Schornsteinfeger/zur Schornsteinfegerin,SchfAusbV 1997,1997-01-31,"BGBlI:1997,179",gesetze-master/s/schfausbv_1997/index.md
Verordnung zu dem Abkommen vom 7. Juni 2010 zwischen der Regierung der Bundesrepublik  Deutschland und dem Schweizerischen Bundesrat über den vorübergehenden Aufenthalt  von Mitgliedern der Streitkräfte der Bundesrepublik Deutschland und der Streitkräfte  der Schweizerischen Eidgenossenschaft im Hoheitsgebiet des jeweils anderen Staats  für die Teilnahme an und die Durchführung von Übungs- und Ausbildungsvorhaben,SkAufV CHE,2010-06-25,"BGBlII:2010,550",gesetze-master/s/skaufv_che/index.md
Zweites Gesetz zur Anpassung bestimmter Bedingungen in der Seeschifffahrt an  den internationalen Standard,SchAnpG 2,2002-06-16,"BGBlI:2002,1815",gesetze-master/s/schanpg_2/index.md
Schlußprotokoll zu dem Abkommen zwischen der Bundesrepublik Deutschland und  der Italienischen Republik über Sozialversicherung,SVAbkSchlProt ITA,1953-05-05,"BGBlII:1956,15",gesetze-master/s/svabkschlprot_ita/index.md
Verordnung über die Seediensttauglichkeit,SeeDTauglV,1970-08-19,"BGBlI:1970,1241",gesetze-master/s/seedtauglv/index.md
Gesetz zu dem Zusatzabkommen vom 12. Februar 1995 zum Abkommen vom 17. Dezember  1973 zwischen der Bundesrepublik Deutschland und dem Staat Israel über Soziale Sicherheit,SozSichAbkZusAbkISRG,1996-03-15,"BGBlII:1996,298",gesetze-master/s/sozsichabkzusabkisrg/index.md
Verordnung über die Berufsausbildung zur Fachkraft für Schutz und Sicherheit,SchSiAusbV 2008,2008-05-21,"BGBlI:2008,932",gesetze-master/s/schsiausbv_2008/index.md
Erklärungen zur Strafgerichtsbarkeit,StrGerErkl,1998-04-29,"BGBlII:1999,516",gesetze-master/s/strgererkl/index.md
Vereinbarung zur Durchführung des Abkommens zwischen der Bundesrepublik Deutschland  und Japan über Soziale Sicherheit,SozSichAbkDVbg JPN,1998-04-20,"BGBlII:1999,896",gesetze-master/s/sozsichabkdvbg_jpn/index.md
Verordnung zur Eigensicherung von Seeschiffen zur Abwehr äußerer Gefahren,SeeEigensichV,2005-09-19,"BGBlI:2005,2787",gesetze-master/s/seeeigensichv/index.md
Gesetz zur Ausführung des Protokolls über Schadstofffreisetzungs- und -verbringungsregister  vom 21. Mai 2003 sowie zur Durchführung der Verordnung (EG) Nr. 166/2006,SchadRegProtAG,2007-06-06,"BGBlI:2007,1002",gesetze-master/s/schadregprotag/index.md
Gesetz über die Statistik der Straßenverkehrsunfälle,StVUnfStatG 1990,1990-06-15,"BGBlI:1990,1078",gesetze-master/s/stvunfstatg_1990/index.md
Verordnung zur Durchführung des § 118 Abs. 1 und 2 des Zwölften Buches Sozialgesetzbuch,SozhiDAV,1998-01-21,"BGBlI:1998,103",gesetze-master/s/sozhidav/index.md
Wahlverordnung zum Soldatenbeteiligungsgesetz,SBGWV,1997-03-18,"BGBlI:1997,558",gesetze-master/s/sbgwv/index.md
Verordnung über die zu Beglaubigungen befugten Behörden nach dem Sozialgesetzbuch,SGBBeglV,2003-04-11,"BGBlI:2003,528",gesetze-master/s/sgbbeglv/index.md
Sonderungsplanverordnung,SPV,1994-12-02,"BGBlI:1994,3701",gesetze-master/s/spv/index.md
Erlass über die Stiftung der Einsatzmedaille der Bundeswehr,StiftEinsatzMedBWErl,1996-04-25,"BAnz:1996,Nr86,5265",gesetze-master/s/stifteinsatzmedbwerl/index.md
Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Sozialsekretär/Geprüfte  Sozialsekretärin,SozSekrPrV,1997-01-22,"BGBlI:1997,52",gesetze-master/s/sozsekrprv/index.md
Abkommen zwischen der Bundesrepublik Deutschland und den Vereinigten Staaten  von Amerika über Soziale Sicherheit,SozSichAbk USA,1976-01-07,"BGBlII:1976,1358",gesetze-master/s/sozsichabk_usa/index.md
Zusatzprotokoll zu dem Abkommen vom 16. April 1984 zwischen der Bundesrepublik  Deutschland und der Tunesischen Republik über Soziale Sicherheit,SozSichAbkZProt TUN,1984-04-16,"BGBlII:1986,600",gesetze-master/s/sozsichabkzprot_tun/index.md
Gesetz über die Gleichbehandlung der Soldatinnen und Soldaten,SoldGG,2006-08-14,"BGBlI:2006,1897,1904",gesetze-master/s/soldgg/index.md
Dritte Verordnung zum Sprengstoffgesetz,SprengV 3,1978-06-23,"BGBlI:1978,783",gesetze-master/s/sprengv_3/index.md
Gesetz über das Verfahren bei der Errichtung und Verteilung eines Fonds zur  Beschränkung der Haftung in der See- und Binnenschiffahrt,SeeRVertO 1986,1986-07-25,"BGBlI:1986,1130",gesetze-master/s/seerverto_1986/index.md
Zusatzabkommen zum Abkommen vom 7. Januar 1976 zwischen der Bundesrepublik  Deutschland und den Vereinigten Staaten von Amerika über Soziale Sicherheit,SozSichAbkZusAbk USA,1986-10-02,"BGBlII:1988,83",gesetze-master/s/sozsichabkzusabk_usa/index.md
Stromsteuergesetz,StromStG,1999-03-24,"BGBlI:1999,378;2000,147",gesetze-master/s/stromstg/index.md
Gesetz zu dem Abkommen vom 27. Juli 2001 zwischen der Bundesrepublik Deutschland  und der Tschechischen Republik über Soziale Sicherheit,SozSichAbkCZEG,2002-05-22,"BGBlII:2002,1126",gesetze-master/s/sozsichabkczeg/index.md
Abkommen zwischen der Bundesrepublik Deutschland und dem Staat Israel über  Soziale Sicherheit,SozSichAbk ISR,1973-12-17,"BGBlII:1975,246",gesetze-master/s/sozsichabk_isr/index.md
Gesetz über die Durchführung von Statistiken auf dem Gebiet der Kriegsopferfürsorge,SHStatG,1963-01-15,"BGBlI:1963,49",gesetze-master/s/shstatg/index.md
"Verordnung über Inhalt, Form und Frist der Meldungen sowie das Meldeverfahren  für die Krankenversicherung der Studenten",SKV-MV,1996-03-27,"BGBlI:1996,568",gesetze-master/s/skv-mv/index.md
Gesetz zur Errichtung eines Sondervermögens „Vorsorge für Schlusszahlungen  für inflationsindexierte Bundeswertpapiere“,SchlussFinG,2009-07-06,"BGBlI:2009,1702",gesetze-master/s/schlussfing/index.md
Vertrag über den Aufenthalt ausländischer Streitkräfte in der Bundesrepublik  Deutschland,StrKrAufenthVtr,1954-10-23,"BGBlII:1955,253",gesetze-master/s/strkraufenthvtr/index.md
Protokoll von 1973 über Maßnahmen auf Hoher See bei Fällen von Verschmutzung  durch andere Stoffe als Öl,SeeVerschmProt,1973-11-02,"BGBlII:1985,596",gesetze-master/s/seeverschmprot/index.md
Verordnung über hygienische Anforderungen beim Halten von Schweinen,SchHaltHygV,1999-06-07,"BGBlI:1999,1252",gesetze-master/s/schhalthygv/index.md
Abkommen zur Ergänzung des Abkommens vom 4. Dezember 1973 zwischen der Bundesrepublik  Deutschland und dem Spanischen Staat über Soziale Sicherheit,SozSichAbk2ErgAbk ESP,1975-12-17,"BGBlII:1977,722",gesetze-master/s/sozsichabk2ergabk_esp/index.md
"Verordnung über den Zahlungsverkehr, die Buchführung und die Rechnungslegung  in der Sozialversicherung",SVRV 1999,1999-07-15,"BGBlI:1999,1627",gesetze-master/s/svrv_1999/index.md
Verordnung über die Meldung und Vorführung von Saatgut bei der Einfuhr,SaatEinfMeldV,1975-06-24,"BGBlI:1975,1496",gesetze-master/s/saateinfmeldv/index.md
Abkommen zwischen der Bundesrepublik Deutschland und Kanada über Soziale Sicherheit,SozSichAbk1985 CAN,1985-11-14,"BGBlII:1988,28",gesetze-master/s/sozsichabk1985_can/index.md
Verordnung über Standardregistrierungen von Arzneimitteln,StandRegV,1982-12-03,"BGBlI:1982,1602",gesetze-master/s/standregv/index.md
Allgemeines Abkommen zwischen der Bundesrepublik Deutschland und dem KÖnigreich  Belgien über Soziale Sicherheit,SozSichAbk BEL,1957-12-07,"BGBlII:1963,406",gesetze-master/s/sozsichabk_bel/index.md
Gesetz zur Errichtung eines Stabilitätsrates und zur Vermeidung von Haushaltsnotlagen,StabiRatG,2009-08-10,"BGBlI:2009,2702",gesetze-master/s/stabiratg/index.md
Verordnung zu dem Abkommen vom 31. Juli 2003 zwischen der Regierung der Bundesrepublik  Deutschland und der Regierung der Tschechischen Republik über den vorübergehenden  Aufenthalt von Mitgliedern der Streitkräfte der Bundesrepublik Deutschland und der  Streitkräfte der Tschechischen Republik auf dem Gebiet des jeweils anderen Staats,SkAufV CZE,2003-12-17,"BGBlII:2003,1975",gesetze-master/s/skaufv_cze/index.md
Verordnung zur Bezeichnung der zuständigen Vollzugsbeamten des Bundes für bestimmte  Aufgaben nach der Strafprozeßordnung auf dem Gebiet der Seeschiffahrt,SeeZustBV,1994-03-04,"BGBlI:1994,442",gesetze-master/s/seezustbv/index.md
Gesetz zu dem Abkommen vom 17. Dezember 1997 zwischen der Bundesrepublik Deutschland  und der Republik Bulgarien über Soziale Sicherheit,SozSichAbkBGRG,1998-08-25,"BGBlII:1998,2011",gesetze-master/s/sozsichabkbgrg/index.md
Vereinbarung zwischen der Regierung der Bundesrepublik Deutschland und der  Regierung von Quebec über Soziale Sicherheit,SozSichRVbg CAN,1987-05-14,"BGBlII:1988,51",gesetze-master/s/sozsichrvbg_can/index.md
Achte Verordnung über Ausnahmen von den Vorschriften der Straßenverkehrs-Ordnung,StVOAusnV 8,1998-05-20,"BGBlI:1998,1130",gesetze-master/s/stvoausnv_8/index.md
Protokoll zur Änderung des Einheits-Übereinkommens von 1961 über Suchtstoffe,SuchtstÜbkÄndProt,1972-03-25,"BGBlII:1975,3",gesetze-master/s/suchtstuebkaendprot/index.md
Verordnung über die Berufsausbildung zur Servicekraft für Schutz und Sicherheit,SchSiServAusbV,2008-05-21,"BGBlI:2008,940",gesetze-master/s/schsiservausbv/index.md
Saatgutaufzeichnungsverordnung,SaatAufzV,1986-01-21,"BGBlI:1986,214",gesetze-master/s/saataufzv/index.md
Gesetz betreffend die Bestrafung des Sklavenraubes und des Sklavenhandels,SklHG,1895-07-28,"RGBl:1895,425",gesetze-master/s/sklhg/index.md
"Verordnung über die Vergabe von Aufträgen im Bereich des Verkehrs, der Trinkwasserversorgung  und der Energieversorgung",SektVO,2009-09-23,"BGBlI:2009,3110",gesetze-master/s/sektvo/index.md
Gesetz zu dem Abkommen vom 24. November 1997 zwischen der Bundesrepublik Deutschland  und der Republik Kroatien über Soziale Sicherheit,SozSichAbkHRVG,1998-08-25,"BGBlII:1998,2032",gesetze-master/s/sozsichabkhrvg/index.md
Verordnung über das Ruhen von Entgeltersatzleistungen nach dem Dritten Buch  Sozialgesetzbuch bei Zusammentreffen mit Versorgungsleistungen der Sonderversorgungssysteme,SGB3EntGRuhV,1997-12-22,"BGBlI:1997,3359",gesetze-master/s/sgb3entgruhv/index.md
Abkommen zwischen der Bundesrepublik Deutschland und Japan über Soziale Sicherheit,SozSichAbk JPN,1998-04-20,"BGBlII:1999,876",gesetze-master/s/sozsichabk_jpn/index.md
Verordnung zu den Änderungen vom 21. Mai 1965 des Übereinkommens über ein einheitliches  System der Schiffsvermessung,SchVermssgÄndÜbkV,1972-03-21,"BGBlII:1972,273",gesetze-master/s/schvermssgaenduebkv/index.md
Einführungsgesetz zur Strafprozeßordnung,StPOEG,1877-02-01,"RGBl:1877,346",gesetze-master/s/stpoeg/index.md
Verordnung über die Berufsausbildung zum Segelmacher und zur Segelmacherin,SegelmAusbV,2010-05-05,"BGBlI:2010,564",gesetze-master/s/segelmausbv/index.md
"Sozialgesetzbuch (SGB) Viertes Buch (IV) - Gemeinsame Vorschriften für die  Sozialversicherung - (Artikel I des Gesetzes vom 23. Dezember 1976, BGBl. I S. 3845)",SGB 4,1976-12-23,"BGBlI:1976,3845",gesetze-master/s/sgb_4/index.md
Gesetz zu der Vereinbarung vom 10. Dezember 1964 zur Durchführung des Abkommens  vom 20. April 1960 zwischen der Bundesrepublik Deutschland und dem Vereinigten Königreich  Großbritannien und Nordirland über Soziale Sicherheit,SozSichAbkGBRDVbgG,1965-09-15,"BGBlII:1965,1273",gesetze-master/s/sozsichabkgbrdvbgg/index.md
Sortenschutzgesetz,SortSchG 1985,1985-12-11,"BGBlI:1985,2170",gesetze-master/s/sortschg_1985/index.md
Anordnung über die Aufhebung von Rechtsvorschriften auf dem Gebiet der freiwilligen  Sach- und Haftpflichtversicherungen der Bürger,SHVAufhAnO,1990-08-22,"GBlDDRI:1990,1270",gesetze-master/s/shvaufhano/index.md
Gesetz zur Sicherung von Ersparnissen im Saarland,SparSichSaarG,1959-06-30,"BGBlI:1959,367",gesetze-master/s/sparsichsaarg/index.md
Verordnung über nicht überführte Leistungen der Sonderversorgungssysteme der  DDR,SVersLV,1992-06-26,"BGBlI:1992,1174",gesetze-master/s/sverslv/index.md
Sonderzuschlagsverordnung,SzVAufhV,2001-12-14,"BGBlI:2001,3702,3711",gesetze-master/s/szvaufhv/index.md
Verordnung über das Haushaltswesen in der Sozialversicherung,SVHV,1977-12-21,"BGBlI:1977,3147",gesetze-master/s/svhv/index.md
Übereinkommen zur Verringerung der Fälle von Staatenlosigkeit,StaatenlVerringÜbk,1973-09-13,"BGBlII:1977,613",gesetze-master/s/staatenlverringuebk/index.md
Verordnung über die Gleichstellung von aus dem Saargebiet verdrängten Deutschen,SaarGlV,1953-08-25,"BGBlI:1953,1074",gesetze-master/s/saarglv/index.md
Bekanntmachung über die Höhe der Regelleistung nach § 20 Abs. 2 Satz 1 des  Zweiten Buches Sozialgesetzbuch für die Zeit ab 1. Juli 2007,SGB2§20Abs2Bek 2007,2007-06-18,"BGBlI:2007,1139",gesetze-master/s/sgb2_20abs2bek_2007/index.md
"Verordnung über die Prüfung des Jahresabschlusses und des Lageberichts von  Versicherungsunternehmen, auf die § 341k des Handelsgesetzbuches nicht anzuwenden  ist, durch einen unabhängigen Sachverständigen",SachvPrüfV,2002-04-19,"BGBlI:2002,1456(1573)",gesetze-master/s/sachvpruefv/index.md
Abkommen zwischen der Bundesrepublik Deutschland und der Republik Kroatien  über Soziale Sicherheit,SozSichAbk HRV,1997-11-24,"BGBlII:1998,2034",gesetze-master/s/sozsichabk_hrv/index.md
"Gebührenverordnung für Steuerberater, Steuerbevollmächtigte und Steuerberatungsgesellschaften",StBGebV,1981-12-17,"BGBlI:1981,1442",gesetze-master/s/stbgebv/index.md
Fünfte Verordnung über Ausnahmen von den Vorschriften der Straßenverkehrs-Ordnung,StVOAusnV 5,1994-03-24,"BGBlI:1994,623",gesetze-master/s/stvoausnv_5/index.md
Gesetz zur Einführung der Selbstverwaltung auf dem Gebiet der Sozialversicherung  und Angleichung des Rechts der Krankenversicherung im Land Berlin,SKAGEG,1957-12-26,"BGBlI:1957,1883",gesetze-master/s/skageg/index.md
Gesetz über das Abkommen vom 5. Mai 1953 zwischen der Bundesrepublik Deutschland  und der Italienischen Republik über Sozialversicherung nebst Schlußprotokoll und  Zusatzvereinbarung,SVÜbkITAG,1956-01-19,"BGBlII:1956,1",gesetze-master/s/svuebkitag/index.md
Abkommen zwischen der Bundesrepublik Deutschland und den Vereinigten Staaten  von Amerika über die Beilegung von Streitigkeiten bei Direktbeschaffungen,StreitAbk USA,1959-08-03,"BGBlII:1961,1382",gesetze-master/s/streitabk_usa/index.md
Anlage zum Internationalen Übereinkommen von 1974 zum Schutz des menschlichen  Lebens auf See,SeeSchIntÜbk1974Anl,1974-11-01,"BGBlII:1979,141[AnlagebandNr8]",gesetze-master/s/seeschintuebk1974anl/index.md
Verordnung über die Teilzeitbeschäftigung von Soldatinnen und Soldaten der  Bundeswehr,STzV,2005-11-09,"BGBlI:2005,3157",gesetze-master/s/stzv/index.md
Verordnung über Standardzulassungen von Arzneimitteln,StandZV,1982-12-03,"BGBlI:1982,1601",gesetze-master/s/standzv/index.md
Verordnung über das Schuldnerverzeichnis,SchuVVO,1994-12-15,"BGBlI:1994,3822",gesetze-master/s/schuvvo/index.md
Gesetz zu dem Abkommen vom 14. November 1985 zwischen der Bundesrepublik Deutschland  und Kanada über Soziale Sicherheit und der Vereinbarung zur Durchführung des Abkommens  sowie zu der Vereinbarung vom 14. Mai 1987 zwischen der Regierung der Bundesrepublik  Deutschland und der Regierung von Quebec über Soziale Sicherheit und der Durchführungsvereinbarung  hierzu,SozSichAbk1985RVbgDVbgCANG,1988-01-12,"BGBlII:1988,26",gesetze-master/s/sozsichabk1985rvbgdvbgcang/index.md
Sechstes Gesetz zur Änderung des Sozialgerichtsgesetzes,SGGÄndG 6,2001-08-17,"BGBlI:2001,2144",gesetze-master/s/sggaendg_6/index.md
Verordnung über die Gewährung von Vorrechten und Befreiungen an das Wirtschafts-  und Handelsbüro der Sonderverwaltungsregion Hongkong der Volksrepublik China in  Berlin,SVwHKVorRV,2009-02-24,"BGBlII:2009,142",gesetze-master/s/svwhkvorrv/index.md
Strafgesetzbuch,StGB,1871-05-15,"RGBl:1871,127",gesetze-master/s/stgb/index.md
